½u¸ô¦WºÙ,1150422XDLDN,½u¸ô¦æ§O,¤U¦æ,³øªí¦WºÙ,¶W­­³øªí,´ú¶q¤H­û,NoName
¶}©l¨½µ{,97.49974822998047,µ²§ô¨½µ{,90.53326416015625,¨½µ{¼W´î,¨½µ{´î
ªiªø,25¦Ì-3¦Ìªiªø,´ú¶q¤é´Á,2026.04.23,´ú¶q®É¨è,01:20:31

¦ì¸m(Km),¦ì¸m(m),¶W­­Ãþ«¬,®p­È(mm),ªø«×(m),¶W­­µ¥¯Å,½u§Î(ª½/½w/¦±),³t«×(km/h),ÀË´ú¼Ð·Ç(mm),
97.000,282.736,¶W°ª,25.266,4.243,2,ª½½u,13.380,15.9:-15.9
97.000,104.243,¥ª­y¦V,10.151,2.998,1,¶ê¦±,7.986,7.9:-7.9
96.000,904.746,¥ª­y¦V,8.023,8.993,1,¶ê¦±,19.454,7.9:-7.9
96.000,902.746,¥ª­y¦V,7.995,187.007,1,¶ê¦±,19.497,7.9:-7.9
96.000,892.740,¥ª­y¦V,8.226,1.001,1,¶ê¦±,19.624,7.9:-7.9
96.000,889.226,¥ª­y¦V,8.010,6.239,1,¶ê¦±,19.664,7.9:-7.9
96.000,373.230,¶W°ª,31.548,239.008,2,ª½½u,17.757,15.9:-15.9
96.000,46.246,¶W°ª,35.570,1.252,2,¶ê¦±,13.850,15.9:-15.9
95.000,491.238,¥ª­y¦V,-8.728,4.004,1,¶ê¦±,19.560,7.9:-7.9
95.000,482.747,¥k­y¦V,-17.678,209.251,2,¶ê¦±,21.910,15.9:-15.9
95.000,465.994,¥ª­y¦V,-16.286,1.239,2,¶ê¦±,22.196,15.9:-15.9
95.000,463.249,¥ª­y¦V,-19.859,3.742,2,¶ê¦±,22.339,15.9:-15.9
95.000,441.741,¥ª­y¦V,-15.887,4.497,1,¶ê¦±,20.196,7.9:-7.9
95.000,435.733,¥k­y¦V,-15.838,5.001,1,¶ê¦±,19.359,7.9:-7.9
95.000,435.492,¥k­y¦V,-16.587,3.251,2,¶ê¦±,19.285,15.9:-15.9
95.000,431.744,¥k­y¦V,-15.842,1.241,1,¶ê¦±,18.749,7.9:-7.9
95.000,423.247,¥k­y¦V,-17.114,4.003,2,¶ê¦±,18.901,15.9:-15.9
95.000,416.004,¥k­y¦V,-15.770,7.754,1,¶ê¦±,19.984,7.9:-7.9
95.000,407.743,¥k­y¦V,-19.197,15.256,2,¶ê¦±,20.726,15.9:-15.9
95.000,401.733,¥k­y¦V,-15.732,5.989,1,¶ê¦±,21.028,7.9:-7.9
95.000,395.483,¥k­y¦V,-19.916,11.497,2,¶ê¦±,20.853,15.9:-15.9
95.000,384.249,¥k­y¦V,-15.839,10.984,1,¶ê¦±,20.048,7.9:-7.9
95.000,379.492,¥k­y¦V,-18.565,4.497,2,¶ê¦±,19.560,15.9:-15.9
95.000,372.492,¥k­y¦V,-15.813,4.512,1,¶ê¦±,18.946,7.9:-7.9
95.000,372.229,¥k­y¦V,-15.950,7.252,2,¶ê¦±,18.958,15.9:-15.9
95.000,371.992,¥ª­y¦V,-16.083,6.763,2,¶ê¦±,18.977,15.9:-15.9
95.000,367.996,¥k­y¦V,-15.700,1.001,1,¶ê¦±,19.963,7.9:-7.9
95.000,339.977,¥k­y¦V,-16.319,2.016,2,¶ê¦±,22.697,15.9:-15.9
95.000,338.246,¥k­y¦V,-15.841,1.992,1,¶ê¦±,22.697,7.9:-7.9
95.000,327.505,¥k­y¦V,-15.820,5.488,1,¶ê¦±,21.433,7.9:-7.9
95.000,332.994,¥ª­y¦V,-15.867,6.004,1,¶ê¦±,22.268,7.9:-7.9
95.000,326.233,¥k­y¦V,-15.832,6.514,1,¶ê¦±,21.195,7.9:-7.9
95.000,324.480,¥k­y¦V,-16.698,7.256,2,¶ê¦±,20.916,15.9:-15.9
95.000,322.980,¥ª­y¦V,-18.351,8.258,2,¶ê¦±,20.662,15.9:-15.9
95.000,315.250,¥k­y¦V,-17.256,12.742,2,¶ê¦±,18.967,15.9:-15.9
95.000,288.003,¥k­y¦V,-15.976,7.253,2,¶ê¦±,18.628,15.9:-15.9
95.000,287.743,¥k­y¦V,-15.603,1.478,1,¶ê¦±,19.815,7.9:-7.9
95.000,280.496,¥ª­y¦V,-15.830,5.761,1,¶ê¦±,20.323,7.9:-7.9
95.000,274.481,¥ª­y¦V,-17.690,4.499,2,¶ê¦±,20.344,15.9:-15.9
95.000,269.997,¥ª­y¦V,-15.831,4.234,1,¶ê¦±,19.963,7.9:-7.9
95.000,258.732,¥ª­y¦V,-19.613,5.996,2,¶ê¦±,18.005,15.9:-15.9
95.000,248.741,¥ª­y¦V,-17.191,11.015,2,¶ê¦±,17.623,15.9:-15.9
95.000,239.237,¥k­y¦V,-16.599,10.994,2,¶ê¦±,18.162,15.9:-15.9
95.000,236.249,¥k­y¦V,-15.912,9.496,2,¶ê¦±,18.234,15.9:-15.9
95.000,235.997,¥k­y¦V,-15.794,6.243,1,¶ê¦±,18.437,7.9:-7.9
95.000,227.988,¥k­y¦V,-15.863,17.513,1,¶ê¦±,18.825,7.9:-7.9
95.000,227.229,¥k­y¦V,-17.999,2.482,2,¶ê¦±,19.221,15.9:-15.9
95.000,214.485,¥ª­y¦V,-15.807,7.500,1,¶ê¦±,19.454,7.9:-7.9
95.000,196.488,¥k­y¦V,-17.607,2.496,2,¶ê¦±,19.539,15.9:-15.9
95.000,192.232,¥k­y¦V,-15.782,4.996,1,¶ê¦±,19.539,7.9:-7.9
95.000,181.740,¥ª­y¦V,-17.351,12.250,2,¶ê¦±,19.560,15.9:-15.9
95.000,178.730,¥k­y¦V,-16.926,7.728,2,¶ê¦±,19.550,15.9:-15.9
95.000,175.747,¥k­y¦V,-15.751,6.001,1,¶ê¦±,19.539,7.9:-7.9
95.000,170.987,¥k­y¦V,-19.689,5.504,2,¶ê¦±,19.285,15.9:-15.9
95.000,164.254,¥k­y¦V,-15.884,3.238,1,¶ê¦±,18.183,7.9:-7.9
95.000,159.246,¥k­y¦V,-18.695,5.235,2,¶ê¦±,18.034,15.9:-15.9
95.000,149.754,¥k­y¦V,-15.855,11.488,1,¶ê¦±,18.176,7.9:-7.9
95.000,143.747,¥k­y¦V,-17.862,13.247,2,¶ê¦±,18.253,15.9:-15.9
95.000,127.497,¥ª­y¦V,-15.806,4.501,1,¶ê¦±,18.253,7.9:-7.9
95.000,113.738,¥ª­y¦V,-15.885,6.237,1,¶ê¦±,18.272,7.9:-7.9
95.000,518.982,¶W°ª,-67.391,33.257,2,ª½½u,22.697,15.9:-15.9
95.000,101.230,¥k­y¦V,-9.711,418.742,1,¶ê¦±,18.329,7.9:-7.9
95.000,83.738,¥ª­y¦V,-8.030,4.246,1,ª½½u,18.405,7.9:-7.9
95.000,57.241,¥ª­y¦V,15.811,5.998,1,¶ê¦±,18.691,7.9:-7.9
